,District,Households surveyed,Women age 15-49 years interviewed,Men age 15-49 years interviewed,1. Population (female) age 6+ years who ever attended school (%),3. Sex ratio of the total population (females per 1000 males),4. Sex ratio at birth for children born in the last five years (females per 1000 males),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),29. Mothers who had antenatal check-up in the first trimester (%),30. Mothers who had at least 4 antenatal care visits (%),31. Mothers whose last birth was protected against neonatal tetanus6 (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),33. Mothers who had full antenatal care7 (%),35. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),39. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),40. Institutional births (%),42. Home delivery conducted by skilled health personnel (out of total deliveries) (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),91. Cervix (%),92. Breast (%),93. Oral cavity (%),State,Region,Zone
661,Saharsa,683.0,814.0,95.0,48.0,1044.0,968.0,16.6,12.9,39.0,63.2,17.8,37.4,28.4,35.7,10.1,87.2,12.5,3.8,40.4,9.7,59.6,4.6,78.0,60.2,26.0,2.9,2.9,43.9,34.6,68.4,60.4,9.3,2.5,4.7,BR,Total,Eastern Zone
663,Darbhanga,1586.0,1902.0,218.0,53.8,1145.0,974.0,27.7,18.3,43.5,79.9,18.7,41.2,16.9,25.4,9.4,84.2,6.6,2.6,25.2,5.9,47.1,13.7,52.9,70.7,22.6,5.1,6.5,49.0,31.2,69.9,66.1,11.1,4.2,6.2,BR,Total,Eastern Zone
665,Muzaffarpur,1797.0,2069.0,262.0,57.8,1059.0,930.0,28.5,21.9,53.8,76.9,23.6,35.4,9.2,25.1,10.9,90.2,4.7,1.7,23.6,4.0,62.3,6.3,55.0,58.9,36.7,8.5,7.8,47.9,33.0,58.5,52.4,9.9,3.1,3.1,BR,Total,Eastern Zone
667,Gopalganj,847.0,1217.0,121.0,61.7,1160.0,1042.0,26.4,20.4,57.0,85.6,26.7,28.3,8.8,38.8,20.3,88.3,13.7,3.7,28.3,7.8,75.2,6.9,64.3,67.1,32.7,5.7,7.4,35.6,25.7,63.1,58.8,9.3,4.3,7.2,BR,Total,Eastern Zone
669,Siwan,1034.0,1522.0,167.0,62.5,1119.0,983.0,23.6,20.0,61.6,89.1,29.4,27.5,9.4,39.7,21.4,90.3,19.6,9.0,36.3,8.9,75.2,8.9,63.3,70.7,31.0,9.7,10.0,37.9,24.2,63.1,60.5,16.1,5.2,5.8,BR,Total,Eastern Zone
671,Saran,1237.0,1653.0,194.0,61.5,1075.0,976.0,25.4,17.4,57.5,82.1,28.1,26.9,8.0,34.2,20.5,87.2,7.2,3.1,34.5,13.0,62.0,17.3,55.1,60.0,43.6,4.1,4.9,46.1,23.9,61.9,53.9,14.8,8.3,8.1,BR,Total,Eastern Zone
673,Vaishali,1170.0,1552.0,156.0,58.7,1023.0,829.0,30.5,21.0,54.1,82.4,28.2,46.0,23.4,32.5,19.3,90.6,14.6,5.6,40.9,7.8,78.7,5.9,70.2,76.1,35.1,11.2,10.0,53.7,28.9,67.4,62.2,24.1,5.5,5.2,BR,Total,Eastern Zone
675,Samastipur,1564.0,1709.0,179.0,56.4,1063.0,1049.0,19.2,14.0,50.0,80.6,23.1,49.6,12.6,29.3,11.6,84.5,9.8,2.2,35.5,11.1,73.4,5.1,57.4,63.2,37.7,5.1,5.1,49.2,29.7,65.4,59.4,11.4,2.9,6.0,BR,Total,Eastern Zone
677,Begusarai,1120.0,1420.0,206.0,57.2,1044.0,955.0,34.2,16.5,50.7,75.2,21.4,53.2,34.6,33.0,7.9,87.8,5.9,1.1,58.9,19.4,75.3,5.2,77.1,66.1,29.8,4.2,4.8,44.9,31.0,62.7,59.3,10.8,4.3,10.5,BR,Total,Eastern Zone
679,Khagaria,591.0,704.0,85.0,53.7,1043.0,970.0,30.8,13.4,44.2,76.3,20.7,46.1,27.6,33.9,13.2,90.6,6.0,2.0,55.8,14.8,71.2,7.7,65.9,66.6,32.4,6.2,6.8,49.8,31.1,63.4,59.8,8.7,4.1,8.5,BR,Total,Eastern Zone
681,Bhagalpur,1170.0,1482.0,183.0,59.7,1015.0,916.0,32.3,23.2,54.6,77.0,26.4,27.0,22.9,43.4,20.1,93.4,17.5,4.4,51.4,7.9,69.4,7.9,66.7,72.7,33.7,6.0,7.2,46.6,26.2,70.1,61.6,15.7,3.1,3.3,BR,Total,Eastern Zone
683,Banka,757.0,929.0,133.0,52.6,1006.0,766.0,14.3,9.3,42.7,79.8,17.4,45.5,25.8,40.9,16.8,95.9,17.0,6.0,45.4,7.3,70.7,4.5,64.9,64.0,35.0,5.8,5.7,49.6,32.0,70.4,67.0,12.5,2.2,3.0,BR,Total,Eastern Zone
685,Munger,511.0,560.0,75.0,67.6,970.0,878.0,34.1,26.3,62.5,86.7,29.3,32.6,33.6,42.1,24.4,93.9,10.2,5.5,59.4,25.2,83.5,4.5,63.7,68.6,35.0,11.4,11.1,46.6,28.8,62.5,66.1,14.4,3.0,3.8,BR,Total,Eastern Zone
687,Lakhisarai,314.0,401.0,46.0,60.1,1013.0,934.0,36.8,14.7,52.4,77.9,25.3,42.8,34.4,37.3,17.9,94.8,4.5,3.4,41.6,19.9,64.1,4.5,59.1,62.1,39.2,7.4,8.3,50.6,27.6,66.3,62.1,15.5,3.8,4.9,BR,Total,Eastern Zone
689,Sheikhpura,198.0,263.0,30.0,59.4,1104.0,1013.0,33.6,16.5,49.1,76.6,22.1,40.4,31.3,42.4,13.4,94.0,10.4,3.3,57.2,25.4,74.6,8.4,63.5,60.5,40.1,17.9,16.9,46.4,35.6,66.0,66.8,18.1,10.0,6.8,BR,Total,Eastern Zone
691,Nalanda,944.0,1066.0,125.0,56.7,1037.0,859.0,31.0,23.4,48.8,76.5,24.8,41.7,30.1,40.2,9.0,94.9,7.1,1.9,56.0,10.4,78.5,4.2,65.2,58.5,47.1,6.0,7.1,54.1,30.7,59.0,61.6,13.3,7.4,4.2,BR,Total,Eastern Zone
694,Patna,2165.0,2780.0,416.0,67.9,964.0,1017.0,49.9,51.7,64.7,85.6,39.6,27.7,38.0,51.9,21.7,93.8,21.1,7.9,63.2,8.8,86.4,2.1,69.7,55.7,39.0,3.8,4.0,43.5,24.0,51.6,57.1,9.3,3.0,7.7,BR,Total,Eastern Zone
696,Bhojpur,826.0,1216.0,147.0,62.4,1033.0,885.0,26.2,21.0,56.4,87.3,28.5,32.0,26.5,42.3,16.1,96.1,10.3,3.6,52.6,7.8,80.4,2.8,71.9,64.7,28.0,8.1,9.0,43.5,24.1,70.6,61.1,10.6,2.4,3.5,BR,Total,Eastern Zone
698,Buxar,528.0,729.0,99.0,66.5,1034.0,962.0,27.9,23.3,62.9,89.1,31.1,30.7,33.3,46.5,23.3,93.8,9.2,5.2,58.1,20.4,81.6,3.7,63.9,65.3,31.4,8.2,9.0,43.9,24.7,59.8,51.3,16.3,5.4,5.7,BR,Total,Eastern Zone
700,Kaimur (Bhabua),510.0,624.0,84.0,61.4,1027.0,893.0,21.5,13.8,59.7,80.5,28.8,29.8,34.1,30.0,10.1,92.8,3.3,1.6,56.1,5.5,80.1,3.1,70.5,48.0,40.9,4.5,4.5,53.8,28.6,63.0,57.8,13.7,5.1,4.7,BR,Total,Eastern Zone
702,Rohtas,894.0,1313.0,184.0,67.2,1029.0,892.0,25.9,17.9,64.2,82.0,32.3,28.3,42.4,41.5,13.9,94.1,7.1,2.1,57.1,29.5,80.7,2.4,75.6,59.1,20.4,0.7,0.6,48.5,26.9,61.3,62.0,7.8,1.5,9.6,BR,Total,Eastern Zone
704,Aurangabad,767.0,971.0,89.0,61.2,1084.0,905.0,27.1,16.6,59.3,91.0,32.1,31.4,32.8,42.2,16.2,98.3,7.6,4.3,58.3,6.1,71.5,3.4,77.6,59.5,42.8,9.2,9.1,48.3,30.9,53.4,54.3,14.7,5.2,5.9,BR,Total,Eastern Zone
706,Gaya,1378.0,2083.0,226.0,56.2,1076.0,945.0,26.8,15.6,50.2,79.9,24.5,47.6,33.8,33.3,11.8,94.8,5.6,3.7,53.1,20.2,56.8,12.4,67.6,63.1,29.0,6.7,6.4,52.9,36.1,59.0,61.8,7.7,1.7,8.1,BR,Total,Eastern Zone
708,Nawada,681.0,899.0,92.0,56.3,1169.0,983.0,28.8,21.0,47.5,68.7,26.4,40.1,29.1,43.9,13.6,94.8,8.8,1.9,51.7,18.5,67.8,5.1,63.5,57.0,42.6,16.6,14.6,48.4,33.6,56.4,58.8,12.6,8.4,4.0,BR,Total,Eastern Zone
710,Jamui,581.0,735.0,93.0,53.0,1036.0,900.0,14.8,9.2,44.4,75.5,16.5,50.8,23.2,36.4,10.4,88.4,12.7,2.3,40.0,5.5,59.4,6.5,55.5,49.9,34.4,4.6,4.5,45.9,37.5,61.3,61.9,6.3,2.2,3.6,BR,Total,Eastern Zone
712,Jehanabad,378.0,444.0,48.0,59.6,1103.0,846.0,29.3,20.1,55.3,78.0,33.0,36.6,32.3,44.3,17.0,95.4,13.3,4.2,66.9,33.6,83.0,2.9,67.5,56.7,50.0,13.3,14.6,52.1,30.6,61.4,56.7,15.1,6.3,6.5,BR,Total,Eastern Zone
714,Arwal,223.0,297.0,33.0,59.3,1145.0,932.0,21.3,10.2,54.6,84.8,30.6,38.9,27.2,44.3,11.5,95.3,6.0,2.3,50.1,8.1,69.9,4.1,74.1,60.0,39.3,3.2,4.1,50.2,30.8,66.8,57.4,13.3,2.3,3.1,BR,Total,Eastern Zone
716,Srikakulam,784.0,815.0,104.0,58.4,1028.0,933.0,33.2,38.0,59.6,79.7,34.7,22.8,67.5,82.2,72.7,99.4,65.7,42.1,89.5,23.3,91.2,6.4,59.2,89.7,27.5,4.9,3.8,28.0,20.5,70.6,71.8,37.4,6.9,9.1,AP,Total,Southern Zone
718,Vizianagaram,799.0,850.0,98.0,56.4,1066.0,864.0,31.9,48.1,54.3,73.4,32.9,29.0,71.6,79.8,70.4,93.7,55.0,42.5,77.3,29.2,90.7,5.1,49.3,78.5,40.2,7.2,10.5,36.8,25.8,78.7,75.5,38.0,3.8,13.7,AP,Total,Southern Zone
721,Visakhapatnam,768.0,772.0,107.0,61.3,1047.0,1097.0,55.2,56.1,64.0,82.8,39.7,29.8,69.0,78.6,82.5,96.2,56.3,44.8,74.0,41.1,85.5,1.9,66.0,63.1,58.8,6.1,10.2,30.1,18.9,64.5,66.4,16.6,2.6,9.3,AP,Total,Southern Zone
723,East Godavari,803.0,802.0,125.0,69.0,927.0,1008.0,56.8,50.3,71.7,83.3,35.5,30.3,72.2,85.5,77.2,94.6,56.6,44.1,83.0,53.7,96.9,2.2,60.3,80.4,42.9,6.3,6.7,27.7,15.9,63.1,64.6,40.1,5.0,19.7,AP,Total,Southern Zone
725,West Godavari,787.0,736.0,100.0,68.5,1020.0,834.0,61.2,62.3,68.1,65.9,35.8,30.2,76.7,84.5,71.5,89.9,44.8,31.3,86.3,20.7,97.2,1.1,77.7,73.9,34.2,3.6,2.4,28.5,14.5,55.1,59.9,35.2,6.2,17.1,AP,Total,Southern Zone
728,Krishna,798.0,836.0,112.0,71.3,1037.0,900.0,63.2,73.3,72.3,88.4,38.8,31.9,74.8,89.0,88.2,99.0,70.1,60.7,92.5,17.9,96.4,2.0,74.1,54.9,37.7,7.4,6.2,22.6,13.5,58.1,59.4,42.5,10.3,12.7,AP,Total,Southern Zone
731,Guntur,789.0,761.0,104.0,60.3,1015.0,637.0,63.2,79.7,60.4,76.6,30.0,39.1,73.5,82.4,68.4,94.6,36.7,32.6,80.8,32.3,97.5,0.0,61.7,84.9,44.3,11.8,10.9,22.1,11.3,68.1,57.9,36.7,3.9,13.3,AP,Total,Southern Zone
733,Prakasam,800.0,785.0,102.0,53.5,1016.0,799.0,53.6,65.9,54.6,74.0,28.5,44.5,70.9,73.5,73.7,97.0,48.2,38.2,75.9,22.0,91.4,5.0,64.0,71.4,30.9,7.4,11.3,28.2,16.9,56.3,57.7,26.6,3.1,10.3,AP,Total,Southern Zone
735,Sri Potti Sriramulu Nellore,803.0,855.0,108.0,60.6,1039.0,1156.0,52.7,57.1,61.4,80.1,32.7,38.5,71.0,87.7,85.8,95.5,67.3,55.7,83.2,25.9,96.0,2.8,47.7,62.9,29.3,4.1,8.7,29.4,17.0,50.4,59.1,41.6,6.4,14.4,AP,Total,Southern Zone
738,Y.S.R.,778.0,782.0,103.0,59.2,1034.0,675.0,68.7,72.1,63.6,77.0,41.7,27.9,59.2,90.4,83.5,97.8,57.2,51.5,69.3,25.1,93.7,3.7,65.3,81.7,39.3,5.2,6.7,36.3,18.7,55.8,57.7,18.0,3.8,11.3,AP,Total,Southern Zone
740,Kurnool,799.0,899.0,141.0,56.6,1021.0,816.0,52.9,63.7,51.8,70.8,24.9,42.9,65.9,80.7,71.7,94.4,52.9,37.3,67.0,21.6,75.5,10.7,66.1,70.7,32.0,0.0,1.4,44.1,21.6,54.5,54.5,31.8,6.3,9.6,AP,Total,Southern Zone
742,Anantapur,784.0,795.0,100.0,56.9,1000.0,1196.0,46.5,65.9,58.2,86.5,30.8,29.6,65.3,86.2,77.5,88.9,59.6,47.0,80.7,21.6,89.9,4.4,76.3,57.4,51.3,16.3,16.4,40.3,20.2,53.0,52.7,41.9,4.9,11.7,AP,Total,Southern Zone
744,Chittoor,773.0,740.0,95.0,65.0,1079.0,1168.0,39.7,59.3,67.7,87.5,39.0,25.9,59.5,72.0,70.4,94.7,64.1,45.3,82.0,27.0,94.0,1.4,67.7,75.2,45.6,3.7,4.4,31.4,21.0,46.6,48.8,26.8,2.5,7.8,AP,Total,Southern Zone
746,Ganganagar,1076.96,1396.26,219.7,64.81,928.89,906.69,73.44,39.58,69.03,85.78,31.86,18.96,64.7,64.77,52.07,95.13,31.3,17.72,68.56,29.87,88.79,1.46,79.9,59.21,27.84,5.04,3.38,29.07,21.06,40.17,34.78,12.02,3.45,8.99,RJ,Total,Northern Zone
748,Hanumangarh,925.59,1090.81,181.52,59.93,928.07,1013.12,55.19,25.12,62.6,82.07,29.18,23.06,67.38,70.65,24.72,91.94,15.55,6.74,60.85,21.06,84.19,6.44,62.08,45.56,26.05,2.63,2.04,34.99,23.04,46.17,33.93,14.25,3.63,4.49,RJ,Total,Northern Zone
751,Bikaner,1095.47,1421.96,215.33,61.49,956.77,983.79,64.81,39.67,59.81,78.54,23.43,33.37,66.75,67.45,38.16,93.15,10.51,5.63,64.18,22.25,73.43,7.51,56.0,26.92,16.07,1.54,1.3,33.74,23.66,51.2,43.02,27.1,3.95,9.87,RJ,Total,Northern Zone
753,Churu,990.61,1195.59,164.91,57.28,1009.02,896.03,73.34,30.33,58.11,79.26,24.57,36.39,47.73,56.72,18.28,94.95,17.71,3.66,61.11,14.9,80.63,6.71,57.43,34.61,41.93,4.85,5.04,31.17,26.84,42.16,34.1,25.76,9.12,10.42,RJ,Total,Northern Zone
755,Jhunjhunun,1100.47,1464.51,180.09,60.69,1019.82,887.19,65.97,51.02,68.71,94.45,38.21,23.78,58.65,63.31,45.39,94.67,30.11,16.76,71.05,21.1,96.93,1.03,65.13,55.66,26.92,4.95,4.27,32.53,19.28,46.24,38.28,14.01,5.63,10.25,RJ,Total,Northern Zone
757,Alwar,1773.16,2159.98,263.38,61.15,937.1,747.98,40.29,24.04,59.11,90.35,28.85,40.84,56.48,51.98,21.75,86.76,12.95,5.02,50.68,14.56,81.91,1.59,47.37,43.02,29.65,5.17,6.38,41.75,25.36,53.99,40.16,13.53,4.64,5.1,RJ,Total,Northern Zone
759,Bharatpur,1239.83,1465.2,235.21,56.32,970.32,940.89,34.31,16.19,52.45,87.65,22.02,37.33,40.39,44.82,17.22,84.06,5.26,2.12,44.45,16.12,79.56,2.43,50.47,36.6,32.5,10.11,8.05,47.59,25.08,56.43,41.59,10.12,4.05,6.11,RJ,Total,Northern Zone
761,Dhaulpur,546.48,668.13,91.89,62.71,916.5,852.32,31.57,20.71,57.05,87.12,21.93,35.36,45.11,52.0,30.73,88.12,12.76,9.13,56.5,18.03,85.37,1.87,55.79,43.26,34.27,3.57,3.09,54.3,29.79,50.06,46.52,10.43,2.15,2.21,RJ,Total,Northern Zone
763,Karauli,698.51,850.62,121.03,54.72,988.47,936.0,21.1,14.03,49.25,86.6,19.35,49.79,47.87,47.63,29.3,85.86,11.9,6.64,55.97,20.29,88.31,1.41,54.55,39.77,38.76,1.74,2.22,45.49,32.24,52.82,38.07,12.2,6.52,5.06,RJ,Total,Northern Zone
765,Sawai Madhopur,692.78,867.14,122.8,51.71,1001.21,850.33,34.63,17.93,44.88,84.14,14.52,47.68,46.24,57.45,33.84,84.35,8.17,4.67,59.04,24.03,87.41,2.53,46.02,38.97,32.87,4.28,5.04,39.4,29.96,49.78,38.52,15.15,7.36,9.06,RJ,Total,Northern Zone
767,Dausa,803.76,967.21,128.19,59.32,1015.58,964.87,36.12,16.68,57.25,92.31,27.28,40.09,50.05,57.35,28.35,85.56,17.8,7.93,74.77,10.79,89.55,2.5,56.97,30.81,23.58,3.63,3.11,33.76,29.6,45.16,27.12,16.19,8.12,8.97,RJ,Total,Northern Zone
770,Jaipur,2879.79,3714.37,547.94,68.48,920.08,883.26,58.08,54.63,68.59,92.59,38.4,29.46,63.62,71.4,58.72,92.51,31.22,21.32,74.05,24.15,93.88,1.72,58.21,50.23,26.47,2.82,2.84,35.72,22.74,49.49,27.1,27.12,6.09,15.84,RJ,Total,Northern Zone
772,Sikar,1281.75,1839.47,240.34,61.4,1014.99,938.4,61.2,42.76,66.54,88.26,27.48,24.24,55.98,81.34,49.07,95.73,16.59,10.77,73.58,26.14,92.04,3.7,56.84,41.31,24.7,4.58,4.57,28.38,23.16,48.82,32.83,29.04,4.24,14.32,RJ,Total,Northern Zone
774,Nagaur,1595.23,1991.59,282.9,52.72,1011.07,819.56,53.79,24.35,53.17,84.32,23.61,42.17,52.41,52.58,42.22,87.17,11.78,7.04,67.06,20.56,86.96,4.43,44.44,46.55,22.75,5.42,6.62,39.1,25.21,50.84,38.16,15.52,7.33,10.54,RJ,Total,Northern Zone
777,Jodhpur,1846.78,2302.84,290.85,57.99,951.98,869.7,52.55,44.76,55.73,89.03,25.09,34.67,55.76,60.5,40.2,86.2,14.67,9.52,59.36,26.86,72.69,5.78,42.1,47.36,32.07,4.18,3.62,40.33,20.84,63.64,44.34,19.47,8.05,9.29,RJ,Total,Northern Zone
779,Jaisalmer,319.01,353.97,50.5,45.24,916.08,824.28,36.84,17.1,37.01,69.57,8.97,48.37,45.02,40.92,18.39,75.52,10.43,5.27,43.82,11.64,49.82,12.72,38.61,22.37,30.86,4.21,4.3,37.37,25.84,42.46,33.57,25.72,5.31,9.5,RJ,Total,Northern Zone
781,Barmer,1193.99,1293.27,176.22,44.72,979.95,896.68,20.19,14.7,37.81,71.3,10.18,46.67,37.37,47.96,16.2,68.8,10.55,4.19,41.33,19.19,60.25,10.2,35.99,22.85,27.63,1.61,2.15,36.61,26.06,60.06,42.71,11.13,3.72,4.05,RJ,Total,Northern Zone
783,Jalor,921.67,1142.88,182.54,47.42,957.21,882.73,39.38,27.05,41.73,79.22,12.6,32.44,48.8,54.99,31.02,81.46,21.16,12.06,66.03,28.65,83.9,3.99,35.72,38.88,23.95,0.98,0.77,44.96,31.22,66.98,58.73,11.61,3.46,7.21,RJ,Total,Northern Zone
785,Sirohi,548.4,601.68,86.58,48.29,998.82,958.55,42.02,40.03,43.45,84.26,14.54,30.98,40.12,54.22,31.66,87.71,18.41,9.15,74.57,18.41,84.16,1.79,47.14,34.23,28.56,5.76,5.2,42.25,34.17,69.75,59.8,29.45,6.63,10.66,RJ,Total,Northern Zone
787,Pali,1159.74,1323.72,159.86,56.7,1056.46,875.18,50.92,40.77,57.79,91.16,19.35,31.28,46.7,67.07,47.85,93.32,16.0,9.82,52.47,12.86,83.05,2.47,57.55,32.06,30.52,3.38,2.95,44.35,32.57,53.4,49.01,12.92,2.16,3.23,RJ,Total,Northern Zone
790,Ajmer,1394.93,1734.98,235.63,64.69,952.98,761.17,69.35,50.61,65.07,83.79,31.32,35.04,61.74,75.22,51.42,95.24,9.02,6.16,70.44,26.45,87.19,1.3,67.14,24.05,18.53,0.0,0.64,33.46,24.71,68.73,53.37,28.37,4.83,7.89,RJ,Total,Northern Zone
792,Tonk,756.15,900.61,109.33,54.15,987.44,879.96,32.59,21.49,52.08,88.92,22.37,47.26,56.03,74.65,49.54,94.87,19.51,9.74,85.66,26.26,93.58,2.4,75.93,39.14,42.96,6.07,6.78,32.01,32.68,74.3,62.46,20.85,2.51,3.25,RJ,Total,Northern Zone
794,Bundi,582.48,627.12,100.37,51.13,930.22,987.41,26.61,22.83,51.8,80.24,20.05,35.13,52.08,81.13,30.34,91.79,10.77,5.61,62.55,24.53,92.41,1.19,63.04,42.66,26.84,2.15,1.93,38.41,33.5,79.98,63.74,16.52,3.67,3.48,RJ,Total,Northern Zone
796,Bhilwara,1405.82,1529.21,204.07,49.99,999.63,981.11,32.7,27.26,48.54,91.52,23.73,57.21,49.23,70.03,41.91,96.38,31.71,13.58,73.22,22.33,81.83,2.39,66.45,44.82,37.35,5.15,5.28,35.45,24.28,71.68,56.01,22.99,4.69,4.64,RJ,Total,Northern Zone
798,Rajsamand,660.94,748.72,94.13,55.62,1001.04,779.56,32.27,25.13,59.03,83.75,22.75,44.46,52.33,70.08,39.18,94.84,8.58,4.86,72.81,33.21,84.65,3.01,60.04,18.1,14.57,0.86,1.5,38.55,28.55,75.85,61.97,27.47,2.03,9.64,RJ,Total,Northern Zone
800,Dungarpur,773.0,879.79,112.79,53.33,1008.9,811.34,32.92,16.86,53.94,79.79,24.5,29.44,55.1,73.07,45.9,94.86,8.88,5.81,70.75,31.53,86.41,0.86,65.77,15.41,17.45,0.0,0.0,46.8,38.1,75.96,73.2,31.02,3.16,6.59,RJ,Total,Northern Zone
802,Banswara,998.6,1157.04,156.23,50.4,983.12,1011.99,20.75,12.62,44.1,78.74,18.9,28.29,51.64,62.72,43.38,94.91,13.45,10.37,60.76,33.99,93.13,2.48,46.05,45.6,37.81,0.88,0.75,49.98,33.34,84.62,76.34,23.54,5.53,6.58,RJ,Total,Northern Zone
804,Chittaurgarh,879.09,880.6,147.25,50.03,967.63,1046.51,31.95,25.42,48.62,77.67,19.17,53.61,38.77,69.38,22.72,87.03,16.07,6.76,55.01,14.18,85.56,3.22,42.44,40.83,23.35,0.0,0.0,37.38,28.69,71.13,60.33,13.74,3.23,3.42,RJ,Total,Northern Zone
807,Kota,1116.63,1269.65,215.39,70.4,941.81,828.9,50.53,59.99,70.64,89.62,35.16,19.69,62.01,85.49,58.7,95.9,31.16,20.19,74.48,35.2,92.13,1.03,71.24,36.46,31.75,0.46,2.01,32.0,26.39,73.81,59.61,15.17,3.48,5.24,RJ,Total,Northern Zone
809,Baran,665.18,846.74,122.82,56.87,958.68,805.31,31.41,25.02,52.86,85.61,19.79,33.71,62.29,76.77,46.23,96.19,8.46,6.06,68.33,31.23,96.98,0.0,68.02,60.87,44.09,2.74,2.52,40.18,30.7,76.27,66.28,27.12,4.56,6.87,RJ,Total,Northern Zone
811,Jhalawar,812.62,884.42,135.24,53.37,947.98,806.99,36.06,25.45,49.86,78.83,20.15,36.3,59.96,66.02,36.48,97.81,19.28,10.37,74.14,17.3,93.9,1.38,75.39,62.34,33.18,1.2,1.1,38.06,28.65,76.62,58.82,8.96,1.97,6.97,RJ,Total,Northern Zone
813,Udaipur,1689.83,1840.78,227.12,52.71,1042.64,993.06,29.24,24.16,50.51,84.27,21.53,40.42,37.82,59.87,45.88,84.98,19.47,10.87,59.72,21.26,73.72,0.84,43.93,32.39,22.53,3.08,3.53,47.48,37.69,79.11,69.69,12.14,2.65,4.03,RJ,Total,Northern Zone
815,Pratapgarh,489.77,554.14,77.58,48.7,981.51,795.64,15.06,13.55,45.65,72.07,16.13,41.19,54.56,54.16,30.73,94.32,30.33,16.69,69.73,22.85,89.49,1.5,66.32,53.26,30.14,0.89,0.79,46.29,35.02,75.81,63.25,9.36,2.12,9.53,RJ,Total,Northern Zone
817,Mon,898.0,967.0,122.0,70.1,913.0,822.0,81.0,5.8,67.0,68.5,17.8,16.5,9.7,9.1,3.4,38.2,0.7,0.3,4.8,0.3,9.6,4.6,19.9,13.6,69.3,17.7,17.1,35.6,15.8,38.2,36.1,5.0,0.6,5.8,NL,Total,North Eastern Zone
819,Mokokchung,808.0,644.0,89.0,90.0,926.0,1048.0,91.1,38.3,96.4,94.9,49.1,3.2,30.7,43.2,35.8,84.3,7.5,4.3,36.9,1.6,45.3,33.4,51.9,58.3,52.9,9.45931764705881,14.4,19.8,14.5,10.7,20.0,19.6,3.4,21.4,NL,Total,North Eastern Zone
821,Zunheboto,848.0,815.0,124.0,86.5,936.0,747.0,81.1,12.8,87.1,90.1,28.6,5.4,28.8,19.2,5.9,57.5,0.0,0.0,14.5,1.3,23.3,3.2,24.7,20.0,58.2,14.9,16.2,31.1,10.5,28.9,25.4,14.3,2.0,8.6,NL,Total,North Eastern Zone
823,Wokha,800.0,637.0,75.0,83.8,1027.0,1079.0,72.9,35.9,89.2,93.1,39.9,10.6,21.9,28.9,25.8,74.5,9.9,4.8,25.6,3.0,34.0,27.0,22.1,29.9,66.6,31.7,30.3,18.7,11.8,28.4,31.6,22.0,4.5,23.6,NL,Total,North Eastern Zone
826,Dimapur,1800.0,1993.0,222.0,83.6,1032.0,1053.0,65.3,66.6,81.3,88.7,40.7,19.4,21.0,34.6,26.5,77.0,7.7,4.5,35.3,3.2,56.0,5.7,33.7,36.0,45.9,16.4,21.5,20.9,13.4,15.2,25.2,13.4,2.2,13.0,NL,Total,North Eastern Zone
828,Phek,916.0,869.0,123.0,74.8,957.0,958.0,82.7,9.8,75.0,86.4,21.9,9.0,22.3,20.2,6.6,60.8,0.9,0.0,11.5,0.2,18.7,6.6,34.7,19.1,44.0,15.5,15.7,27.8,8.2,8.2,9.0,12.5,0.8,8.6,NL,Total,North Eastern Zone
830,Tuensang,762.0,677.0,87.0,78.5,942.0,953.0,73.0,9.3,77.9,79.8,25.7,12.6,19.9,16.7,4.8,56.3,2.5,0.3,20.4,2.0,25.1,9.6,44.9,23.1,52.5,9.2,8.5,36.4,11.8,19.2,27.0,13.9,1.6,13.8,NL,Total,North Eastern Zone
832,Longleng,885.0,786.0,132.0,80.6,847.0,816.0,73.6,4.8,77.1,85.9,18.4,25.4,18.5,6.8,1.5,54.1,0.4,0.0,6.0,0.0,10.2,7.7,10.8,12.8,64.3,14.9,12.3,26.1,15.0,11.9,19.4,7.3,0.7,2.6,NL,Total,North Eastern Zone
834,Kiphire,823.0,806.0,132.0,78.3,964.0,1037.0,80.5,11.1,75.2,83.8,20.7,16.8,24.2,14.1,2.0,53.6,1.4,0.0,13.9,0.0,24.7,5.5,36.0,21.7,39.3,21.7,22.7,41.8,12.2,18.3,22.8,11.4,2.4,10.9,NL,Total,North Eastern Zone
