,District,Households surveyed,Women age 15-49 years interviewed,Men age 15-49 years interviewed,1. Population (female) age 6+ years who ever attended school (%),3. Sex ratio of the total population (females per 1000 males),4. Sex ratio at birth for children born in the last five years (females per 1000 males),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),29. Mothers who had antenatal check-up in the first trimester (%),30. Mothers who had at least 4 antenatal care visits (%),31. Mothers whose last birth was protected against neonatal tetanus6 (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),33. Mothers who had full antenatal care7 (%),35. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),39. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),40. Institutional births (%),42. Home delivery conducted by skilled health personnel (out of total deliveries) (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),91. Cervix (%),92. Breast (%),93. Oral cavity (%),State,Region,Zone
2,Chamba,626.02,738.25,142.43,68.84,1128.31,936.33,75.7,25.38,74.95,92.58,48.44,8.38,43.03,57.17,47.54,85.19,38.92,21.25,48.02,18.67,56.9,3.61,64.56,52.12,32.58,9.12,7.64,29.9,19.06,66.33,51.23,20.32,5.25,20.99,HP,Total,Northern Zone
5,Kangra,2062.74,2149.72,398.45,83.39,1106.72,781.36,67.08,34.89,94.33,96.73,65.84,2.41,41.27,74.51,81.91,93.89,57.82,47.77,83.34,40.31,87.82,4.46,68.61,65.37,45.45,8.32,10.54,25.58,18.76,47.32,59.71,26.26,11.45,23.9,HP,Total,Northern Zone
8,Lahul &Spiti,35.11,29.59,8.12,65.69,993.65,786.6,52.5,59.87,80.91,90.98,51.86,13.78,58.74,71.4,61.49,90.67,46.01,29.7,62.55,36.65,73.32,3.28,58.89,51.6,42.74,11.55,9.8,23.03,9.64,94.71,83.23,24.6,9.31,31.95,HP,Total,Northern Zone
11,Kullu,551.89,616.92,168.87,74.18,1014.92,1008.53,65.15,37.79,82.33,96.83,46.41,17.77,58.27,82.11,71.26,85.21,56.3,44.33,71.81,22.94,70.48,3.86,65.68,61.87,49.74,0.64,0.88,19.0,13.38,54.91,59.47,23.82,5.69,32.64,HP,Total,Northern Zone
14,Mandi,1387.48,1471.62,306.52,75.44,1166.72,921.1,71.57,23.77,86.87,96.36,63.86,14.3,62.7,61.05,56.13,87.49,34.21,21.92,56.26,19.32,64.34,2.83,78.75,69.03,35.44,15.76,13.86,26.29,15.22,37.75,39.67,23.1,9.43,22.45,HP,Total,Northern Zone
17,Hamirpur,673.1,690.44,108.02,84.81,1224.98,954.11,81.04,24.29,97.75,99.26,67.64,2.99,42.96,70.13,73.56,85.17,53.82,38.95,81.22,32.93,90.9,3.72,45.94,80.36,40.12,17.02,18.85,29.31,13.64,41.21,35.78,21.88,13.37,33.48,HP,Total,Northern Zone
20,Una,735.3,828.4,170.85,86.07,1096.93,876.85,69.29,32.16,91.89,94.19,57.82,3.97,32.63,68.33,72.65,77.85,52.4,37.82,68.7,33.23,80.91,6.85,59.12,72.85,22.39,12.13,12.42,22.55,14.74,56.55,46.92,16.91,8.74,25.42,HP,Total,Northern Zone
23,Bilaspur,513.36,540.97,98.16,78.58,1085.68,914.68,70.27,19.12,92.14,97.27,60.49,13.63,50.23,71.75,58.79,75.36,55.41,34.06,75.83,23.17,82.86,2.31,58.3,74.78,40.45,7.98,9.17,27.2,15.74,28.32,39.05,14.27,7.24,18.54,HP,Total,Northern Zone
26,Solan,832.77,917.11,280.71,80.91,931.43,1114.52,69.09,48.4,86.14,98.02,53.39,11.63,67.65,73.28,77.62,81.45,48.1,38.56,73.81,34.68,75.44,4.43,79.81,58.27,43.71,11.56,8.55,27.63,15.51,71.81,67.52,26.43,11.22,32.8,HP,Total,Northern Zone
29,Sirmaur,586.66,704.02,184.39,73.53,1015.35,827.64,69.26,38.16,82.05,95.58,48.62,7.56,56.78,70.72,59.77,90.56,47.26,30.5,63.63,18.47,77.78,0.33,70.58,61.6,52.1,7.38,7.63,23.47,19.27,65.1,48.04,20.76,9.03,21.01,HP,Total,Northern Zone
32,Shimla,1106.66,1141.86,293.94,77.93,997.4,1232.94,73.99,67.19,85.76,94.93,63.46,8.94,64.67,78.23,78.89,85.39,54.31,48.27,74.45,32.35,77.34,1.06,87.33,52.53,46.46,16.31,13.74,30.3,14.12,69.97,68.64,30.46,9.96,35.61,HP,Total,Northern Zone
35,Kinnaur,113.92,100.1,24.66,71.17,1048.38,806.87,67.09,66.67,87.7,97.35,57.6,22.51,57.88,82.23,67.33,90.71,49.81,35.17,77.55,36.21,79.88,2.8,81.95,61.05,62.12,11.69,10.67,18.41,13.21,83.08,80.79,34.46,11.35,36.1,HP,Total,Northern Zone
37,West Garo Hills,939.0,1195.0,156.0,77.3,988.0,1016.0,45.7,16.3,77.7,78.5,37.3,17.9,31.9,47.4,37.2,86.8,13.9,5.4,35.7,10.2,45.5,1.6,48.0,49.5,67.4,15.4,16.8,30.6,12.4,52.7,71.1,4.2,2.8,5.1,ML,Total,North Eastern Zone
39,East Garo Hills,918.0,1235.0,136.0,78.6,1064.0,1094.0,51.8,6.6,69.5,74.9,27.0,18.7,12.4,32.6,29.6,57.3,19.6,8.6,28.2,3.2,44.2,6.6,41.2,53.7,50.6,19.0,18.7,31.3,11.2,75.4,65.8,1.1,0.9,8.7,ML,Total,North Eastern Zone
41,South Garo Hills,935.0,1295.0,164.0,86.2,1021.0,1155.0,84.8,9.8,86.8,97.1,51.5,9.7,21.6,56.6,51.7,93.6,48.8,23.4,85.1,0.7,88.4,0.5,83.0,76.6,38.3,36.5,37.4,16.8,3.4,74.9,46.6,5.1,11.5,13.9,ML,Total,North Eastern Zone
43,West Khasi Hills,921.0,1051.0,135.0,85.7,956.0,990.0,79.7,6.9,88.7,91.6,18.9,21.0,18.1,37.2,44.3,73.6,32.2,20.6,39.3,6.9,39.0,1.9,74.2,41.5,67.3,29.4,26.4,51.1,10.1,35.8,47.3,25.9,8.9,8.4,ML,Total,North Eastern Zone
45,Ribhoi,903.0,1119.0,147.0,79.3,1007.0,1113.0,56.3,9.6,75.8,81.6,14.9,23.6,22.8,43.9,40.6,76.0,33.5,18.6,45.1,10.5,44.9,2.2,55.7,61.1,76.1,33.4,28.9,51.6,16.7,44.4,68.0,17.2,11.7,23.4,ML,Total,North Eastern Zone
48,East Khasi Hills,1788.0,2173.0,265.0,90.3,1027.0,922.0,65.6,43.1,92.6,90.5,44.0,9.0,20.4,72.5,72.8,84.3,56.4,41.5,65.0,13.8,66.7,2.6,68.7,62.2,52.0,28.8,28.4,48.5,12.8,46.6,46.8,33.3,24.7,30.9,ML,Total,North Eastern Zone
50,Jaintia Hills,923.0,1133.0,141.0,78.5,981.0,1029.0,55.5,21.6,79.6,79.1,24.7,24.7,19.4,63.3,52.7,84.2,43.2,31.2,46.7,7.2,44.3,1.8,68.3,50.4,66.0,18.0,17.9,50.8,13.2,33.3,45.6,39.5,16.6,14.1,ML,Total,North Eastern Zone
52,Kokrajhar,885.0,980.0,125.0,68.8,1009.0,863.0,39.2,18.3,64.5,76.1,21.6,41.0,36.0,46.7,39.1,86.9,26.7,16.8,57.8,22.4,66.7,6.1,42.1,32.8,74.8,12.4,11.5,30.6,21.7,40.4,51.0,6.2,2.2,1.9,AS,Total,North Eastern Zone
54,Dhubri,908.0,994.0,115.0,64.9,957.0,861.0,33.0,16.7,58.8,68.0,17.9,48.3,28.5,36.3,26.0,71.4,13.0,5.5,22.1,7.0,43.6,12.3,20.1,32.7,61.6,8.2,9.8,47.4,30.8,42.6,52.5,7.5,6.6,7.5,AS,Total,North Eastern Zone
56,Goalpara,908.0,1043.0,160.0,73.4,986.0,851.0,46.2,21.3,70.7,72.0,22.6,40.9,33.9,57.5,42.1,83.4,31.6,16.4,58.8,29.3,71.2,6.5,43.7,56.9,80.5,12.3,12.7,42.7,24.2,36.0,49.7,4.1,7.4,6.2,AS,Total,North Eastern Zone
58,Barpeta,919.0,1092.0,133.0,70.5,982.0,906.0,34.9,22.6,67.4,83.9,23.9,46.9,40.2,64.3,47.5,86.8,18.6,10.2,36.6,9.9,51.9,12.3,34.1,41.1,68.0,10.0,9.7,41.7,26.5,30.2,35.5,1.0,7.4,5.9,AS,Total,North Eastern Zone
60,Morigaon,919.0,1073.0,143.0,75.5,1016.0,1081.0,40.1,18.0,73.0,79.3,22.6,49.0,36.7,48.9,43.1,94.2,37.9,22.6,53.9,32.5,72.2,1.4,44.4,40.4,66.2,6.2,6.8,38.4,28.1,38.2,41.4,6.9,5.5,6.2,AS,Total,North Eastern Zone
62,Nagaon,886.0,1006.0,139.0,79.0,1005.0,990.0,45.5,19.0,73.3,80.2,18.8,42.5,42.6,55.1,46.2,94.0,31.2,18.3,47.7,15.5,67.4,1.4,43.1,42.7,72.2,9.9,9.6,38.4,28.5,35.4,38.1,2.0,1.5,1.9,AS,Total,North Eastern Zone
64,Sonitpur,916.0,1073.0,136.0,73.8,1005.0,958.0,61.0,22.7,68.3,87.7,24.3,25.8,45.8,54.6,42.0,97.1,39.7,18.1,55.5,25.7,88.4,2.0,45.3,59.0,67.1,9.3,8.8,28.7,20.8,27.0,48.4,1.8,4.3,3.5,AS,Total,North Eastern Zone
66,Lakhimpur,897.0,1065.0,137.0,80.4,1044.0,1010.0,49.6,18.9,79.0,85.1,40.4,27.0,36.0,68.8,59.0,94.5,43.9,27.1,67.8,29.6,82.7,3.0,54.0,48.1,75.6,13.1,12.0,29.3,21.0,31.8,39.0,2.3,2.5,3.3,AS,Total,North Eastern Zone
68,Dhemaji,932.0,1106.0,134.0,75.1,1014.0,887.0,41.4,11.0,73.9,87.2,36.1,36.7,34.0,58.6,49.1,94.5,34.9,22.5,65.9,33.7,76.1,3.9,47.0,43.9,67.9,10.8,11.3,35.5,17.2,38.9,39.8,6.7,6.4,8.0,AS,Total,North Eastern Zone
70,Tinsukia,925.0,1127.0,171.0,67.1,989.0,883.0,50.8,26.9,59.1,77.7,19.3,25.6,44.4,64.1,56.1,90.6,39.8,23.1,66.9,32.6,76.6,0.5,64.0,61.9,65.4,8.4,8.0,36.0,35.8,42.6,49.6,7.9,8.8,8.9,AS,Total,North Eastern Zone
72,Dibrugarh,899.0,1093.0,160.0,75.9,1035.0,931.0,56.6,28.1,72.6,81.8,25.8,26.7,37.7,71.3,67.6,92.8,55.2,39.3,71.1,30.5,88.5,1.5,71.1,65.3,66.9,14.8,16.4,33.3,29.3,52.6,53.7,4.3,4.6,3.7,AS,Total,North Eastern Zone
74,Sivasagar,926.0,1054.0,162.0,78.4,994.0,1002.0,55.5,26.4,77.1,81.9,35.1,29.6,31.8,66.9,70.8,95.3,42.6,30.7,74.3,40.4,87.1,1.4,73.0,56.9,62.7,14.0,13.8,35.5,31.0,33.5,35.2,9.5,9.4,10.8,AS,Total,North Eastern Zone
76,Jorhat,920.0,1112.0,152.0,82.2,980.0,752.0,64.5,34.4,82.0,92.3,37.6,21.9,33.9,82.0,75.8,95.2,63.3,48.0,77.1,38.7,95.9,1.2,64.8,52.6,67.3,4.6,4.6,25.5,29.8,38.0,42.6,4.9,5.3,4.7,AS,Total,North Eastern Zone
78,Golaghat,928.0,1089.0,142.0,80.8,1016.0,1017.0,59.6,15.7,75.8,83.6,28.4,27.2,32.0,52.9,62.5,94.2,44.6,30.5,78.3,38.0,88.4,1.5,67.9,66.0,80.4,10.9,10.4,32.6,26.8,33.3,45.5,4.4,2.4,3.8,AS,Total,North Eastern Zone
80,Karbi Anglong,907.0,1014.0,152.0,69.3,982.0,872.0,41.5,14.4,61.9,75.4,15.2,29.9,42.9,47.4,38.1,87.2,25.1,11.6,40.5,11.2,50.2,5.9,23.6,37.0,79.7,11.8,11.4,28.1,17.3,24.6,39.1,1.6,1.4,2.6,AS,Total,North Eastern Zone
82,Dima Hasao,916.0,984.0,151.0,74.1,969.0,953.0,59.0,24.3,71.8,85.5,28.4,20.8,29.7,44.8,35.1,85.9,34.8,17.5,48.5,24.2,57.1,3.4,59.8,41.9,60.9,5.9,6.6,34.7,16.2,28.9,39.8,2.9,4.2,7.4,AS,Total,North Eastern Zone
84,Cachar,903.0,1044.0,162.0,78.0,992.0,942.0,37.3,28.8,74.9,87.7,28.2,18.5,29.1,37.6,51.3,89.1,18.9,12.3,63.3,26.3,71.3,5.2,45.4,56.9,31.5,2.3,2.1,36.3,31.5,30.9,51.0,9.6,2.7,10.1,AS,Total,North Eastern Zone
86,Karimganj,911.0,1141.0,146.0,80.6,986.0,952.0,39.5,22.5,78.6,90.9,19.4,29.5,34.3,47.3,37.1,96.9,18.2,5.2,36.1,15.9,48.0,1.3,53.9,67.6,29.8,7.4,6.8,42.3,30.3,24.6,42.2,11.5,5.1,9.6,AS,Total,North Eastern Zone
88,Hailakandi,911.0,1073.0,159.0,75.9,962.0,963.0,36.0,13.8,73.5,87.2,20.9,22.0,34.0,49.6,34.5,96.6,24.3,9.7,39.3,21.2,56.5,0.5,39.2,70.4,31.3,6.5,6.3,38.1,33.2,29.0,47.2,9.3,5.7,9.5,AS,Total,North Eastern Zone
90,Bongaigaon,904.0,1005.0,145.0,73.4,951.0,895.0,45.9,27.2,71.4,86.7,23.6,42.6,38.9,54.6,24.2,87.9,35.5,12.5,47.5,14.2,67.0,3.7,42.4,51.4,70.0,14.4,13.7,39.1,19.2,34.5,48.0,7.5,3.6,2.2,AS,Total,North Eastern Zone
92,Chirang,905.0,996.0,125.0,67.2,965.0,1106.0,32.6,18.3,63.3,78.1,20.2,34.0,30.7,61.9,41.2,86.3,34.3,10.9,36.6,12.6,59.4,3.5,40.4,48.8,77.4,4.4,4.1,40.1,21.9,35.6,50.3,0.5,6.2,6.4,AS,Total,North Eastern Zone
94,Kamrup,902.0,1085.0,130.0,76.1,1002.0,966.0,52.6,37.3,76.7,88.6,31.8,32.4,29.6,49.0,40.4,80.1,23.5,11.5,61.3,26.0,83.8,4.6,35.7,56.7,60.7,6.4,8.9,33.3,18.9,33.7,51.1,5.3,7.7,9.4,AS,Total,North Eastern Zone
96,Kamrup Metropolitan,867.0,881.0,97.0,87.3,964.0,751.0,61.2,79.0,84.3,93.5,48.2,22.2,36.0,65.3,56.9,86.3,46.1,28.1,71.8,25.9,93.3,0.0,72.8,63.0,58.8,10.5,11.0,24.6,17.3,34.5,53.8,7.6,10.4,7.9,AS,Total,North Eastern Zone
98,Nalbari,910.0,1103.0,163.0,78.6,964.0,891.0,51.2,35.5,79.3,85.5,33.3,26.4,44.5,62.3,49.2,94.6,33.8,17.1,50.5,12.2,82.8,2.2,48.8,48.1,71.9,2.5,2.4,26.8,20.5,45.3,44.1,3.8,2.6,4.1,AS,Total,North Eastern Zone
100,Baksa,891.0,1044.0,125.0,71.9,1046.0,968.0,54.3,16.6,72.6,82.5,28.1,29.3,38.5,60.6,49.8,92.6,39.7,21.4,70.1,34.1,87.8,1.5,59.1,54.2,74.3,12.8,12.6,32.4,17.8,39.0,53.4,5.9,7.2,2.8,AS,Total,North Eastern Zone
102,Darrang,924.0,1087.0,144.0,70.5,977.0,1001.0,45.6,17.6,67.7,71.6,23.0,37.9,44.4,61.5,39.9,95.7,25.1,11.7,40.8,11.3,66.1,3.1,40.6,47.4,69.1,1.1,1.0,43.5,27.3,45.4,45.1,2.1,8.7,11.0,AS,Total,North Eastern Zone
104,Udalguri,923.0,1083.0,152.0,68.9,981.0,898.0,53.8,14.1,66.6,83.6,21.2,30.4,46.8,45.2,37.0,94.4,29.9,13.3,61.7,27.6,72.2,3.2,52.8,61.3,80.5,3.1,3.0,39.1,20.0,39.7,54.8,2.8,1.1,2.0,AS,Total,North Eastern Zone
107,Garhwa,1022.86,1160.65,128.7,55.62,1012.89,946.85,10.84,5.72,50.98,79.75,19.73,58.77,33.28,35.07,11.57,90.74,3.34,1.56,35.0,18.03,57.81,8.69,54.16,50.36,32.14,7.58,6.88,45.58,31.77,65.38,60.13,10.94,4.86,6.83,JH,Total,Eastern Zone
110,Chatra,799.95,947.03,98.23,57.32,1046.32,937.5,14.64,10.78,52.43,66.32,22.05,49.01,35.59,28.26,11.79,82.09,6.93,2.61,38.53,12.34,55.65,7.34,41.97,56.92,27.18,10.09,10.0,49.57,37.26,60.61,56.64,15.41,3.62,5.26,JH,Total,Eastern Zone
113,Kodarma,515.83,636.14,73.43,61.75,1062.17,879.89,28.56,31.06,57.63,87.89,28.81,50.84,52.79,68.56,57.39,95.13,10.85,9.13,64.85,16.83,78.55,6.34,70.87,49.25,19.18,4.4,7.18,42.42,32.49,72.38,61.77,20.27,2.15,0.52,JH,Total,Eastern Zone
116,Giridih,1694.76,2046.89,233.07,57.6,1083.06,773.13,18.34,14.58,50.61,78.5,19.02,52.55,44.1,57.55,35.89,93.87,9.68,6.47,60.35,39.74,63.28,10.29,47.58,65.5,39.48,2.21,2.04,45.77,34.6,74.38,68.48,21.11,8.61,4.02,JH,Total,Eastern Zone
119,Deoghar,1186.78,1360.44,212.87,59.9,957.97,778.29,22.31,20.52,52.71,79.07,24.52,52.73,42.95,62.21,25.53,92.46,20.55,8.98,39.64,24.2,57.97,4.57,64.2,41.56,33.59,7.88,7.88,44.77,37.99,64.58,55.94,5.85,3.6,4.62,JH,Total,Eastern Zone
122,Godda,1050.83,1013.63,122.67,51.62,1031.28,933.39,17.14,6.04,42.51,75.23,18.55,63.47,40.23,56.0,28.83,93.82,8.77,3.03,45.21,25.04,57.53,8.67,60.08,47.84,40.57,6.57,6.34,53.99,35.56,80.72,71.57,10.66,5.11,3.41,JH,Total,Eastern Zone
125,Sahibganj,906.67,944.86,123.96,51.51,976.96,819.63,24.69,11.64,45.88,60.67,15.79,38.36,32.86,35.12,19.98,90.3,7.45,3.29,33.99,20.3,48.15,7.05,62.24,48.82,29.5,5.38,5.26,50.22,31.45,70.37,61.89,9.95,3.76,3.07,JH,Total,Eastern Zone
128,Pakur,741.35,844.83,127.18,51.32,1022.38,944.93,13.39,6.51,39.14,71.2,12.07,41.1,30.94,57.16,29.74,95.17,9.15,4.17,45.5,31.03,49.4,6.12,70.06,62.26,40.63,6.49,6.16,51.84,37.75,74.26,71.08,9.24,3.62,3.16,JH,Total,Eastern Zone
131,Dhanbad,2042.6,2432.1,344.17,66.29,946.75,928.64,28.55,20.52,68.29,86.2,31.82,29.92,46.66,55.56,40.16,95.3,20.39,12.92,45.44,23.91,65.4,11.13,73.49,47.82,20.06,8.57,7.63,38.46,30.85,69.87,63.56,13.51,3.21,2.9,JH,Total,Eastern Zone
134,Bokaro,1642.94,1915.63,256.63,63.78,974.67,926.32,35.75,26.82,63.34,87.04,35.94,30.64,51.09,63.94,38.46,95.56,23.68,16.7,52.71,20.68,62.46,10.55,66.22,48.41,23.03,8.26,7.73,39.78,30.72,74.0,72.41,9.37,3.07,5.12,JH,Total,Eastern Zone
137,Lohardaga,356.89,388.7,44.27,60.17,1036.56,1042.87,19.45,14.87,60.04,80.94,32.01,28.52,23.7,48.17,16.68,89.1,22.88,6.05,46.66,12.11,71.77,3.29,59.98,61.22,55.45,8.63,7.82,41.69,34.85,64.92,66.67,2.46,2.63,4.26,JH,Total,Eastern Zone
140,Purbi Singhbhum,2047.12,2311.12,294.31,70.1,1001.22,889.91,43.4,40.37,71.42,84.93,43.32,26.13,30.8,59.89,50.6,94.33,15.15,9.91,37.38,7.02,81.7,4.13,68.9,46.94,25.07,14.98,14.1,39.34,20.22,66.47,66.59,8.78,6.26,2.5,JH,Total,Eastern Zone
143,Palamu,1389.3,1491.95,222.66,57.59,998.42,1009.13,17.19,16.21,58.03,78.2,27.43,40.46,24.66,38.37,24.18,82.98,9.15,3.96,30.05,12.86,54.77,12.36,57.72,50.62,34.58,3.5,4.36,45.39,30.51,59.5,53.62,10.39,4.5,2.33,JH,Total,Eastern Zone
146,Latehar,543.77,569.15,68.73,57.19,1017.01,857.36,12.0,5.16,51.37,72.9,20.04,37.14,24.73,28.35,15.02,79.49,8.41,3.37,33.36,8.44,51.01,8.35,52.72,54.17,31.63,5.98,7.74,44.18,30.0,50.11,53.93,11.89,5.13,4.73,JH,Total,Eastern Zone
149,Hazaribagh,1283.03,1631.99,228.1,63.77,1004.17,861.9,27.69,18.0,62.6,86.29,35.43,40.79,54.75,59.35,39.09,91.67,13.39,9.56,58.43,37.11,76.52,6.87,72.52,69.47,41.5,1.53,1.5,49.27,32.39,64.33,60.84,14.76,5.88,4.01,JH,Total,Eastern Zone
152,Ramgarh,693.7,832.5,112.73,67.46,1000.1,971.17,39.27,17.81,74.45,82.16,38.96,27.69,40.76,51.36,34.11,94.76,19.26,11.38,46.8,32.27,71.57,10.43,66.05,49.37,36.07,6.59,6.35,38.69,28.75,71.34,67.56,9.72,2.92,4.18,JH,Total,Eastern Zone
155,Dumka,1146.48,1159.48,160.97,58.01,1016.76,1020.92,12.13,8.95,51.81,72.17,15.86,47.38,34.31,58.3,29.04,95.22,14.18,6.51,43.46,26.05,54.27,7.45,76.0,50.09,31.42,17.24,17.08,43.79,37.29,74.88,63.71,10.89,3.1,3.94,JH,Total,Eastern Zone
158,Jamtara,666.07,761.28,114.68,56.32,989.96,915.24,13.99,3.68,46.88,78.78,15.09,44.73,38.8,61.61,29.28,94.31,14.28,9.19,43.78,18.11,60.58,13.58,62.44,45.92,32.94,9.1,9.08,44.13,35.94,73.68,64.54,6.84,2.66,2.33,JH,Total,Eastern Zone
161,Ranchi,2282.87,2588.14,345.46,70.53,960.06,1026.08,37.78,39.05,72.99,85.53,44.75,28.1,39.08,69.78,39.87,96.83,33.93,17.36,51.96,24.74,76.87,6.61,67.7,54.71,38.36,5.19,7.07,40.66,29.1,64.84,64.53,6.48,3.34,7.61,JH,Total,Eastern Zone
164,Khunti,408.49,445.09,59.88,58.51,974.26,1082.35,13.99,7.34,59.21,71.6,27.18,27.78,34.36,55.46,43.01,91.79,24.37,13.45,44.37,17.85,67.72,8.44,72.69,63.29,30.05,13.42,13.05,40.09,25.49,64.75,64.11,13.95,8.23,1.55,JH,Total,Eastern Zone
167,Gumla,709.75,790.25,87.55,65.9,1067.19,1007.44,16.28,10.58,68.0,82.28,28.88,24.0,22.82,45.83,24.39,88.39,19.77,6.25,43.24,24.25,69.26,5.67,58.82,67.51,31.7,9.62,9.1,45.82,27.48,73.8,69.64,5.23,2.31,2.41,JH,Total,Eastern Zone
170,Simdega,450.84,455.74,60.55,59.94,1034.26,1122.24,8.5,5.68,58.62,72.84,24.91,14.72,24.12,40.75,12.82,93.93,7.24,1.67,28.94,14.0,49.17,6.41,56.87,56.46,34.11,17.8,18.26,39.21,30.35,79.98,78.21,4.66,2.95,5.77,JH,Total,Eastern Zone
173,Pashchimi Singhbhum,1148.03,1234.67,150.17,50.86,1047.9,1010.38,16.1,10.0,49.77,69.58,20.55,21.32,15.43,19.62,12.61,82.94,10.88,4.57,25.26,9.43,37.41,3.89,49.71,36.67,31.47,2.53,2.39,59.41,32.37,83.83,72.79,5.17,1.4,3.62,JH,Total,Eastern Zone
176,Saraikela Kharsawan,992.08,1083.72,158.61,64.83,946.59,898.37,26.95,24.9,60.03,78.24,32.9,33.17,26.59,61.65,26.09,93.8,24.54,6.83,52.32,14.82,64.47,7.64,65.1,55.44,44.05,5.51,5.07,45.11,34.77,81.88,78.79,5.03,3.57,6.62,JH,Total,Eastern Zone
178,Bargarh,1181.31,1282.25,188.72,69.62,1019.55,928.98,26.35,13.26,69.22,86.84,24.41,13.73,51.6,79.82,63.52,98.0,43.51,27.14,79.95,28.92,91.99,1.9,81.44,68.97,69.97,3.87,3.47,39.05,31.09,68.32,68.54,19.55,1.91,4.53,OR,Total,Eastern Zone
181,Jharsuguda,425.55,502.54,67.62,74.73,985.68,1007.32,40.28,27.96,76.1,87.05,35.98,11.21,57.36,77.91,74.45,97.16,49.76,36.49,88.62,31.38,95.2,1.46,79.07,74.14,72.7,9.55,9.72,34.86,27.85,67.08,69.19,29.66,6.25,8.32,OR,Total,Eastern Zone
183,Sambalpur,766.34,853.86,113.92,72.38,1027.46,973.33,33.65,22.74,72.23,82.57,25.9,11.8,49.06,71.94,82.96,98.75,43.53,35.12,74.41,27.06,90.75,1.81,74.38,53.34,65.37,7.65,7.46,40.23,28.1,70.54,72.99,28.2,3.88,5.72,OR,Total,Eastern Zone
185,Debagarh,233.82,238.04,28.5,69.27,1071.71,1136.07,30.93,7.43,66.83,80.49,25.6,23.42,30.23,49.92,58.36,93.43,33.97,19.88,71.22,24.59,85.29,2.81,68.41,70.32,72.41,10.96,10.33,33.39,31.43,30.03,42.62,19.56,5.37,3.25,OR,Total,Eastern Zone
188,Sundargarh,1426.28,1766.97,216.55,69.94,1040.7,1036.16,37.9,24.61,68.57,84.63,34.94,15.51,48.51,73.25,80.65,97.9,42.06,33.67,78.86,41.17,88.25,1.84,85.39,65.77,77.94,16.02,15.33,37.18,27.2,75.29,71.4,28.93,6.93,8.81,OR,Total,Eastern Zone
190,Kendujhar,1316.82,1444.45,185.09,64.06,1065.0,851.02,20.54,16.44,66.28,86.83,28.1,28.11,33.77,45.74,39.55,83.87,45.37,19.04,59.08,28.91,72.74,3.15,77.59,71.72,56.78,8.87,9.19,44.55,28.91,32.72,40.47,24.1,7.62,9.36,OR,Total,Eastern Zone
192,Mayurbhanj,1737.81,1828.71,240.46,59.27,1032.42,982.52,18.1,9.5,58.27,81.62,23.63,35.03,32.92,64.78,72.49,91.78,35.1,24.7,74.98,34.09,85.63,4.92,72.69,74.61,60.41,7.87,7.25,43.48,31.59,34.49,42.35,32.56,10.14,7.01,OR,Total,Eastern Zone
194,Baleshwar,1687.1,1874.98,222.63,74.06,1088.73,968.54,37.34,14.2,75.78,92.84,31.05,25.93,32.46,52.03,57.28,91.58,17.27,9.49,72.21,28.47,91.92,3.03,78.98,67.1,61.29,5.65,5.76,33.17,25.36,28.62,41.05,18.2,7.08,2.91,OR,Total,Eastern Zone
196,Bhadrak,1057.36,1219.36,126.1,76.36,1074.37,875.35,22.95,10.74,76.76,90.49,30.4,6.2,25.67,56.06,34.93,89.59,27.64,12.58,62.58,18.99,87.69,1.37,88.4,77.48,67.22,7.53,6.61,34.89,30.25,22.71,43.54,10.3,3.38,5.9,OR,Total,Eastern Zone
198,Kendrapara,1028.3,1133.65,99.84,77.72,1129.19,1006.56,25.62,13.84,81.07,80.23,30.25,12.17,51.72,63.85,53.28,96.6,23.45,14.32,83.68,28.78,94.23,2.31,76.76,62.35,63.44,13.24,11.93,26.92,24.32,28.65,42.3,29.77,9.87,3.71,OR,Total,Eastern Zone
200,Jagatsinghapur,800.58,913.41,98.21,80.02,1069.58,929.33,30.8,12.79,85.83,93.64,38.19,9.72,45.21,76.82,80.41,97.29,46.72,35.23,92.59,46.85,97.63,0.0,85.68,81.66,67.9,13.82,12.98,19.49,17.3,23.35,35.81,38.71,9.61,9.87,OR,Total,Eastern Zone
202,Cuttack,1825.39,1912.87,276.88,79.8,991.76,986.98,38.79,30.98,83.63,91.67,32.28,17.55,37.22,74.14,51.4,93.22,30.72,16.33,69.34,14.42,94.68,0.73,79.15,81.7,72.83,7.58,7.96,15.33,19.2,18.87,37.83,12.39,5.13,9.48,OR,Total,Eastern Zone
