,District,Households surveyed,Women age 15-49 years interviewed,Men age 15-49 years interviewed,1. Population (female) age 6+ years who ever attended school (%),3. Sex ratio of the total population (females per 1000 males),4. Sex ratio at birth for children born in the last five years (females per 1000 males),7. Households with an improved drinking-water source1 (%),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),30. Mothers who had at least 4 antenatal care visits (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),40. Institutional births (%),42. Home delivery conducted by skilled health personnel (out of total deliveries) (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),91. Cervix (%),92. Breast (%),93. Oral cavity (%),State,Region,Zone
790,Baran,528.93,668.16,95.74,low,medium,low,high,low,low,medium,high,low,medium,high,medium,low,high,low,medium,medium,medium,low,low,medium,medium,high,high,medium,low,low,RJ,Rural,Northern Zone
791,Baran,665.18,846.74,122.82,medium,medium,low,high,low,low,medium,high,low,medium,high,medium,low,high,low,medium,medium,medium,low,low,medium,medium,high,high,medium,low,low,RJ,Total,Northern Zone
792,Jhalawar,687.17,737.54,110.33,low,medium,low,high,low,low,low,medium,low,medium,high,low,low,high,low,high,medium,low,low,low,medium,medium,high,high,low,low,low,RJ,Rural,Northern Zone
793,Jhalawar,812.62,884.42,135.24,low,low,low,high,medium,low,medium,medium,low,medium,high,medium,low,high,low,high,medium,low,low,low,medium,medium,high,high,low,low,low,RJ,Total,Northern Zone
794,Udaipur,1368.56,1506.37,176.68,low,medium,medium,medium,low,low,low,medium,low,medium,medium,medium,low,high,low,medium,low,low,low,low,high,high,high,high,low,low,low,RJ,Rural,Northern Zone
795,Udaipur,1689.83,1840.78,227.12,low,medium,medium,high,low,low,medium,high,low,medium,medium,medium,low,high,low,medium,low,low,low,low,medium,high,high,high,low,low,low,RJ,Total,Northern Zone
796,Pratapgarh,453.58,510.91,70.23,low,medium,low,high,low,low,low,medium,low,medium,medium,low,medium,high,low,medium,medium,low,low,low,medium,high,high,high,low,low,low,RJ,Rural,Northern Zone
797,Pratapgarh,489.77,554.14,77.58,low,medium,low,high,low,low,low,medium,low,medium,high,low,medium,high,low,medium,medium,low,low,low,medium,medium,high,high,low,low,low,RJ,Total,Northern Zone
798,Kachchh,241.08,238.54,63.1,medium,low,low,medium,high,medium,medium,high,low,medium,medium,medium,low,high,low,medium,medium,medium,low,low,medium,medium,high,medium,medium,low,low,GJ,Urban,Western Zone
799,Kachchh,451.5,524.19,113.92,medium,low,medium,high,medium,low,medium,high,low,medium,medium,medium,medium,high,low,medium,high,low,low,low,medium,medium,high,high,medium,low,low,GJ,Rural,Western Zone
800,Kachchh,692.58,762.73,177.01,medium,low,medium,high,medium,medium,medium,high,low,medium,medium,medium,medium,high,low,medium,high,medium,low,low,medium,medium,high,high,medium,low,low,GJ,Total,Western Zone
801,Banaskantha,809.34,948.86,213.8,medium,medium,medium,high,low,low,medium,high,low,high,medium,medium,low,high,low,low,medium,medium,low,low,medium,high,medium,medium,low,low,low,GJ,Rural,Western Zone
802,Banaskantha,944.39,1086.09,270.13,medium,medium,medium,high,medium,low,medium,high,low,high,medium,medium,low,high,low,low,medium,medium,low,low,medium,high,medium,medium,low,low,low,GJ,Total,Western Zone
803,Patan,339.94,393.64,81.22,medium,low,low,high,medium,low,medium,medium,low,medium,medium,high,low,high,low,low,high,medium,low,low,medium,medium,high,medium,medium,low,low,GJ,Rural,Western Zone
804,Patan,436.45,498.53,111.25,medium,low,low,high,medium,low,medium,medium,low,medium,medium,high,low,high,low,low,high,medium,low,low,medium,medium,high,high,medium,low,low,GJ,Total,Western Zone
805,Mahesana,539.41,624.79,148.3,medium,low,low,high,medium,medium,high,high,low,medium,medium,high,medium,high,low,medium,high,medium,low,low,medium,medium,high,high,low,low,low,GJ,Rural,Western Zone
806,Mahesana,752.27,844.22,206.77,medium,low,low,high,medium,medium,high,high,low,medium,medium,high,medium,high,low,medium,medium,medium,low,low,medium,medium,high,high,low,low,low,GJ,Total,Western Zone
807,Sabarkantha,685.28,780.36,194.68,medium,medium,low,high,medium,low,medium,high,low,medium,medium,medium,low,high,low,medium,medium,medium,low,low,high,high,high,high,low,low,low,GJ,Rural,Western Zone
808,Sabarkantha,816.42,930.81,241.16,medium,medium,low,high,medium,low,medium,high,medium,medium,medium,medium,low,high,low,medium,medium,medium,low,low,high,high,high,high,medium,low,low,GJ,Total,Western Zone
811,Gandhinagar,537.0,593.56,167.9,medium,low,medium,high,medium,medium,medium,high,low,high,medium,high,medium,high,low,medium,medium,medium,low,low,medium,medium,high,high,medium,low,low,GJ,Total,Western Zone
812,Ahmadabad,2159.01,2380.88,519.81,high,low,low,high,high,high,high,high,medium,low,medium,high,medium,high,low,medium,medium,medium,low,low,low,low,high,high,low,low,low,GJ,Urban,Western Zone
813,Ahmadabad,2550.53,2790.78,680.74,high,low,low,high,high,high,high,high,medium,low,medium,high,medium,high,low,medium,medium,medium,low,low,low,medium,high,high,low,low,low,GJ,Total,Western Zone
814,Surendranagar,405.26,430.29,112.98,medium,medium,medium,high,low,low,medium,medium,low,medium,medium,medium,low,high,low,medium,high,medium,low,low,high,medium,high,high,medium,low,low,GJ,Rural,Western Zone
815,Surendranagar,585.28,631.5,174.8,medium,low,medium,high,medium,medium,medium,high,low,medium,high,medium,low,high,low,medium,high,medium,low,low,medium,medium,high,high,medium,low,low,GJ,Total,Western Zone
818,Rajkot,1318.98,1440.99,353.67,medium,low,low,high,high,medium,high,high,medium,low,medium,high,medium,high,low,medium,high,medium,low,low,medium,low,medium,medium,low,low,low,GJ,Total,Western Zone
819,Jamnagar,336.71,366.32,104.66,medium,low,medium,high,high,high,high,high,medium,low,medium,high,medium,high,low,high,medium,low,low,low,medium,low,high,high,low,low,low,GJ,Urban,Western Zone
821,Jamnagar,706.72,756.41,186.23,medium,low,medium,high,high,medium,medium,high,low,low,medium,high,medium,high,low,high,high,low,low,low,low,medium,high,high,medium,low,low,GJ,Total,Western Zone
823,Porbandar,105.3,111.45,26.42,medium,low,low,high,medium,low,medium,high,low,low,medium,medium,medium,high,low,high,high,medium,low,low,low,low,high,medium,low,low,low,GJ,Rural,Western Zone
824,Porbandar,200.19,212.85,48.22,medium,low,low,high,high,medium,high,high,medium,low,medium,medium,medium,high,low,high,high,medium,low,low,low,low,high,high,low,low,low,GJ,Total,Western Zone
825,Junagadh,303.88,316.64,75.27,high,low,low,high,high,high,high,high,medium,low,medium,high,medium,high,low,medium,high,medium,low,low,medium,low,high,medium,medium,low,low,GJ,Urban,Western Zone
827,Junagadh,871.2,994.18,225.53,medium,medium,low,high,high,medium,high,high,medium,low,high,high,low,high,low,medium,high,medium,low,low,low,low,high,high,medium,low,low,GJ,Total,Western Zone
828,Amreli,362.41,397.0,83.0,medium,low,low,high,high,medium,high,high,low,low,medium,medium,medium,high,low,medium,high,medium,low,low,medium,low,high,medium,medium,low,low,GJ,Rural,Western Zone
829,Amreli,496.84,536.47,116.24,medium,low,low,high,high,medium,high,high,medium,low,medium,medium,medium,high,low,medium,high,medium,low,low,medium,low,high,medium,medium,low,low,GJ,Total,Western Zone
830,Bhavnagar,434.14,422.67,114.43,high,low,low,high,high,high,high,high,low,low,medium,medium,medium,high,low,medium,high,high,low,low,high,low,high,medium,medium,low,low,GJ,Urban,Western Zone
832,Bhavnagar,954.41,1065.0,236.61,medium,low,medium,high,medium,medium,medium,high,low,low,medium,medium,medium,high,low,medium,high,medium,low,low,high,medium,high,medium,low,low,low,GJ,Total,Western Zone
834,Anand,525.31,613.98,176.28,medium,medium,low,high,medium,low,medium,high,low,medium,medium,high,medium,high,low,medium,high,high,low,low,high,high,medium,medium,low,low,low,GJ,Rural,Western Zone
835,Anand,765.36,890.76,249.06,high,medium,low,high,medium,medium,high,high,low,medium,medium,high,medium,high,low,medium,high,medium,low,low,high,high,medium,medium,low,low,low,GJ,Total,Western Zone
836,Kheda,593.66,698.83,161.64,medium,low,low,high,medium,low,medium,high,low,medium,medium,medium,medium,high,low,medium,high,medium,low,low,medium,high,medium,medium,low,low,low,GJ,Rural,Western Zone
837,Kheda,778.53,919.57,217.03,medium,medium,medium,high,medium,low,medium,high,low,medium,medium,medium,medium,high,low,medium,high,medium,low,low,medium,high,medium,medium,low,low,low,GJ,Total,Western Zone
838,Panchmahal,613.89,750.09,147.51,medium,medium,medium,high,low,low,medium,high,low,medium,low,medium,low,high,low,low,medium,low,low,low,medium,high,medium,medium,medium,low,low,GJ,Rural,Western Zone
839,Panchmahal,744.66,907.66,199.0,medium,medium,medium,high,medium,low,medium,high,low,medium,low,medium,low,high,low,low,medium,low,low,low,medium,high,medium,medium,medium,low,low,GJ,Total,Western Zone
840,Dohad,489.99,546.92,84.65,medium,medium,medium,medium,low,low,low,medium,low,medium,low,medium,low,high,low,low,high,medium,low,low,medium,high,medium,medium,medium,low,low,GJ,Rural,Western Zone
841,Dohad,549.56,619.27,109.16,medium,medium,medium,medium,low,low,medium,medium,low,medium,medium,medium,low,high,low,low,high,low,low,low,medium,high,medium,medium,medium,low,low,GJ,Total,Western Zone
843,Vadodara,642.0,706.51,167.15,medium,low,medium,high,medium,low,medium,medium,low,medium,medium,medium,medium,high,low,medium,high,medium,low,low,high,high,medium,medium,low,low,low,GJ,Rural,Western Zone
844,Vadodara,1372.14,1461.97,362.0,medium,low,medium,high,medium,medium,medium,high,low,medium,medium,high,medium,high,low,medium,high,medium,low,low,medium,medium,medium,medium,low,low,low,GJ,Total,Western Zone
845,Narmada,175.72,206.08,42.12,medium,medium,low,high,low,low,medium,high,low,medium,medium,high,medium,high,low,high,high,medium,low,low,high,high,medium,medium,medium,low,low,GJ,Rural,Western Zone
846,Narmada,199.27,230.5,53.23,medium,medium,low,high,low,low,medium,high,low,medium,high,high,medium,high,low,high,high,medium,low,low,medium,high,medium,medium,medium,low,low,GJ,Total,Western Zone
847,Bharuch,209.78,222.41,55.5,high,medium,medium,medium,high,high,high,high,medium,low,medium,high,high,high,low,high,high,high,low,low,medium,low,medium,medium,low,low,low,GJ,Urban,Western Zone
848,Bharuch,351.94,371.75,96.82,medium,medium,medium,high,medium,low,medium,medium,low,medium,high,high,medium,high,low,medium,high,medium,low,low,medium,high,medium,medium,medium,low,low,GJ,Rural,Western Zone
849,Bharuch,561.72,594.17,152.32,medium,medium,medium,high,medium,medium,medium,high,low,medium,high,high,medium,high,low,medium,high,medium,low,low,medium,medium,medium,medium,low,low,low,GJ,Total,Western Zone
850,The Dangs,65.32,70.21,15.71,medium,medium,medium,medium,low,low,medium,medium,low,medium,medium,medium,medium,medium,low,medium,high,medium,low,low,high,high,high,high,medium,low,low,GJ,Rural,Western Zone
851,The Dangs,72.99,79.39,19.38,medium,medium,medium,medium,low,low,medium,medium,low,medium,medium,medium,medium,medium,low,medium,high,medium,low,low,high,high,high,high,medium,low,low,GJ,Total,Western Zone
852,Navsari,160.08,172.51,31.96,high,low,medium,medium,high,high,high,high,medium,low,medium,high,medium,high,low,medium,high,medium,low,low,medium,low,medium,medium,low,low,low,GJ,Urban,Western Zone
854,Navsari,505.87,554.41,110.06,high,medium,low,medium,high,medium,high,high,medium,low,high,high,medium,high,low,high,high,medium,low,low,medium,medium,medium,medium,medium,low,low,GJ,Total,Western Zone
856,Valsad,379.82,413.83,96.38,medium,medium,high,medium,medium,medium,medium,high,medium,low,medium,medium,medium,medium,low,medium,high,medium,low,low,high,medium,medium,medium,low,low,low,GJ,Rural,Western Zone
857,Valsad,624.17,679.94,161.39,medium,medium,medium,medium,medium,medium,high,high,medium,low,medium,medium,medium,high,low,medium,high,high,low,low,medium,medium,medium,medium,low,low,low,GJ,Total,Western Zone
858,Surat,1733.85,2019.23,537.52,high,low,low,high,high,high,high,high,medium,low,medium,high,medium,high,low,medium,high,medium,low,low,low,low,medium,medium,medium,low,low,GJ,Urban,Western Zone
859,Surat,2195.68,2511.26,659.0,high,low,low,high,high,high,high,high,medium,low,medium,high,medium,high,low,medium,high,medium,low,low,low,low,medium,medium,medium,low,low,GJ,Total,Western Zone
860,Tapi,262.75,307.76,66.4,medium,medium,low,high,low,low,medium,high,low,low,medium,high,medium,high,low,high,high,low,low,low,medium,high,medium,medium,medium,low,low,GJ,Rural,Western Zone
861,Tapi,290.78,338.97,79.34,medium,medium,low,high,medium,low,medium,high,medium,low,medium,high,medium,high,low,high,high,low,low,low,medium,high,medium,medium,medium,low,low,GJ,Total,Western Zone
863,Panchkula,418.0,505.0,77.0,medium,low,low,high,high,medium,high,high,medium,low,high,high,medium,high,low,high,high,medium,low,low,low,low,high,medium,high,low,medium,HR,Rural,Northern Zone
864,Panchkula,836.0,953.0,148.0,high,low,low,high,high,high,high,high,high,low,high,high,medium,high,low,high,high,medium,low,low,low,low,high,medium,high,medium,medium,HR,Total,Northern Zone
866,Ambala,418.0,531.0,80.0,medium,low,low,high,high,medium,high,high,medium,low,high,medium,medium,high,low,high,high,medium,medium,low,low,low,high,high,high,low,medium,HR,Rural,Northern Zone
867,Ambala,834.0,1062.0,152.0,high,low,low,high,high,high,high,high,high,low,high,medium,medium,high,low,high,high,medium,low,low,low,low,high,high,high,low,medium,HR,Total,Northern Zone
870,Yamunanagar,836.0,1096.0,164.0,medium,low,low,high,high,medium,high,high,medium,low,high,high,high,high,low,high,medium,medium,low,low,low,low,medium,medium,medium,medium,medium,HR,Total,Northern Zone
871,Kurukshetra,594.0,730.0,115.0,medium,low,low,high,high,medium,high,high,medium,low,high,medium,medium,high,low,high,high,medium,low,low,medium,low,medium,medium,high,medium,high,HR,Rural,Northern Zone
872,Kurukshetra,837.0,1010.0,160.0,medium,low,low,high,high,medium,high,high,medium,low,high,medium,medium,high,low,high,high,medium,low,low,medium,low,medium,medium,high,medium,high,HR,Total,Northern Zone
873,Kaithal,660.0,796.0,107.0,medium,low,low,high,high,low,medium,high,medium,low,high,medium,medium,high,low,high,high,medium,low,low,medium,low,high,high,high,low,low,HR,Rural,Northern Zone
874,Kaithal,836.0,1007.0,145.0,medium,low,medium,high,high,medium,medium,high,medium,low,high,medium,medium,high,low,high,high,medium,low,low,medium,low,high,high,high,low,medium,HR,Total,Northern Zone
875,Karnal,418.0,470.0,76.0,high,low,low,high,high,high,high,high,high,low,high,medium,medium,high,low,high,high,medium,low,low,medium,low,medium,medium,high,medium,medium,HR,Urban,Northern Zone
876,Karnal,418.0,520.0,86.0,medium,low,medium,high,high,medium,high,high,medium,low,high,medium,medium,high,low,high,high,medium,low,low,medium,low,high,high,high,low,medium,HR,Rural,Northern Zone
877,Karnal,836.0,990.0,162.0,medium,low,low,high,high,medium,high,high,medium,low,high,medium,medium,high,low,high,high,medium,low,low,medium,low,high,high,high,low,medium,HR,Total,Northern Zone
878,Panipat,417.0,508.0,69.0,high,low,low,high,high,high,high,high,medium,low,high,medium,medium,high,low,medium,high,low,low,low,high,low,high,high,medium,medium,medium,HR,Urban,Northern Zone
880,Panipat,834.0,954.0,149.0,medium,low,low,high,high,medium,high,high,medium,low,high,medium,medium,high,low,high,high,low,low,low,medium,low,medium,high,medium,medium,low,HR,Total,Northern Zone
881,Sonipat,418.0,486.0,91.0,high,low,low,high,high,high,high,high,high,low,high,low,medium,high,low,medium,high,low,low,low,high,low,medium,medium,medium,medium,medium,HR,Urban,Northern Zone
882,Sonipat,418.0,530.0,94.0,medium,low,low,high,high,low,high,high,medium,low,high,medium,low,high,low,high,high,low,low,low,medium,low,medium,high,medium,medium,medium,HR,Rural,Northern Zone
883,Sonipat,836.0,1016.0,185.0,medium,low,low,high,high,medium,high,high,medium,low,high,medium,medium,high,low,medium,high,low,low,low,medium,low,medium,high,medium,medium,medium,HR,Total,Northern Zone
884,Jind,638.0,828.0,111.0,medium,low,medium,high,high,low,high,high,medium,low,high,medium,medium,high,low,high,high,medium,low,low,low,low,high,high,high,low,medium,HR,Rural,Northern Zone
885,Jind,836.0,1075.0,142.0,medium,low,medium,high,high,medium,high,high,medium,low,high,medium,medium,high,low,high,high,medium,low,low,low,low,high,high,high,low,medium,HR,Total,Northern Zone
886,Fatehabad,682.0,903.0,137.0,medium,low,medium,high,high,low,medium,high,medium,low,high,medium,medium,high,low,high,medium,medium,low,low,medium,medium,high,high,medium,medium,medium,HR,Rural,Northern Zone
887,Fatehabad,837.0,1104.0,186.0,medium,low,medium,high,high,medium,medium,high,medium,low,high,medium,medium,high,low,high,medium,medium,low,low,low,medium,high,high,medium,medium,medium,HR,Total,Northern Zone
888,Sirsa,637.0,850.0,118.0,medium,low,low,high,high,low,medium,medium,low,low,high,medium,medium,high,low,high,high,medium,low,low,medium,medium,high,high,high,low,medium,HR,Rural,Northern Zone
889,Sirsa,835.0,1101.0,157.0,medium,low,low,high,high,medium,medium,medium,medium,low,high,medium,medium,high,low,high,medium,medium,low,low,medium,medium,high,high,medium,low,low,HR,Total,Northern Zone
891,Hisar,418.0,561.0,84.0,medium,low,low,high,high,low,medium,high,medium,low,high,low,medium,high,low,high,high,low,low,low,low,low,medium,high,medium,low,medium,HR,Rural,Northern Zone
892,Hisar,835.0,1089.0,166.0,medium,low,low,high,high,medium,medium,high,medium,low,high,medium,medium,high,low,high,high,medium,low,low,low,low,high,high,medium,medium,medium,HR,Total,Northern Zone
893,Bhiwani,678.0,901.0,129.0,medium,medium,medium,high,high,low,high,high,medium,low,high,medium,medium,high,low,high,high,medium,low,low,medium,medium,high,high,medium,low,low,HR,Rural,Northern Zone
894,Bhiwani,830.0,1101.0,170.0,medium,medium,medium,high,high,low,high,high,medium,low,high,medium,medium,high,low,medium,medium,medium,low,low,medium,medium,high,high,medium,low,low,HR,Total,Northern Zone
895,Rohtak,416.0,483.0,85.0,high,low,low,high,high,high,high,high,medium,medium,high,medium,medium,high,low,medium,medium,medium,low,low,medium,low,high,medium,medium,low,low,HR,Urban,Northern Zone
896,Rohtak,415.0,507.0,89.0,medium,low,medium,high,high,low,high,high,medium,low,high,medium,low,high,low,medium,medium,medium,low,low,medium,low,high,high,medium,low,low,HR,Rural,Northern Zone
897,Rohtak,831.0,990.0,174.0,medium,low,medium,high,high,medium,high,high,medium,low,high,medium,low,high,low,medium,medium,medium,low,low,medium,low,high,medium,medium,low,low,HR,Total,Northern Zone
898,Jhajjar,614.0,779.0,133.0,medium,low,low,high,high,low,high,high,medium,low,high,medium,medium,high,low,medium,high,medium,medium,medium,low,low,high,high,low,low,low,HR,Rural,Northern Zone
899,Jhajjar,832.0,1031.0,175.0,medium,low,low,high,high,medium,high,high,medium,low,high,medium,medium,high,low,medium,high,low,low,low,low,low,high,high,low,low,low,HR,Total,Northern Zone
900,Mahendragarh,712.0,973.0,157.0,medium,low,low,high,high,low,high,high,medium,low,high,medium,medium,high,low,high,high,high,medium,medium,low,medium,high,high,medium,low,medium,HR,Rural,Northern Zone
901,Mahendragarh,822.0,1108.0,189.0,medium,low,low,high,high,low,high,high,medium,low,high,medium,medium,high,low,high,high,high,medium,medium,low,low,high,high,medium,low,medium,HR,Total,Northern Zone
902,Rewari,602.0,743.0,125.0,medium,low,low,high,high,low,high,high,medium,low,medium,low,low,high,low,medium,medium,low,low,low,low,medium,high,high,low,low,low,HR,Rural,Northern Zone
903,Rewari,819.0,1011.0,163.0,medium,low,low,high,high,medium,high,high,medium,low,medium,low,low,high,low,medium,medium,medium,low,low,low,medium,high,high,low,low,low,HR,Total,Northern Zone
904,Gurgaon,401.0,415.0,62.0,high,low,medium,high,medium,high,medium,high,medium,medium,medium,medium,low,high,low,low,high,low,low,low,medium,low,medium,high,low,low,medium,HR,Urban,Northern Zone
905,Gurgaon,395.0,507.0,79.0,medium,low,low,high,high,medium,high,high,medium,medium,medium,low,low,high,low,low,medium,low,low,low,low,low,high,high,low,low,low,HR,Rural,Northern Zone
906,Gurgaon,796.0,922.0,141.0,high,low,low,high,medium,high,high,high,medium,medium,medium,low,low,high,low,low,high,low,low,low,medium,low,high,high,low,low,low,HR,Total,Northern Zone
907,Mewat,708.0,948.0,137.0,low,medium,medium,medium,medium,low,low,medium,low,medium,low,low,low,low,low,low,low,low,low,low,high,medium,high,high,low,low,low,HR,Rural,Northern Zone
908,Mewat,793.0,1058.0,173.0,low,low,low,high,medium,low,low,medium,low,medium,low,low,low,medium,low,low,low,low,low,low,high,medium,high,high,low,low,low,HR,Total,Northern Zone
909,Faridabad,612.0,747.0,95.0,medium,low,low,low,high,high,high,high,medium,low,low,low,low,high,low,medium,medium,medium,low,low,low,low,high,medium,low,low,low,HR,Urban,Northern Zone
910,Faridabad,781.0,966.0,125.0,medium,low,low,low,high,high,high,high,medium,low,low,low,low,high,low,medium,medium,medium,low,low,low,low,high,medium,low,low,low,HR,Total,Northern Zone
911,Palwal,608.0,755.0,113.0,medium,low,medium,high,medium,low,medium,high,low,medium,medium,low,low,medium,low,low,medium,low,low,low,medium,low,high,high,low,low,low,HR,Rural,Northern Zone
912,Palwal,800.0,1008.0,155.0,medium,low,low,high,medium,low,medium,high,medium,medium,medium,low,low,medium,low,low,medium,low,low,low,medium,low,high,high,low,low,low,HR,Total,Northern Zone
915,North Goa,798.0,890.0,397.0,high,medium,medium,high,high,high,high,high,high,low,low,high,high,high,low,high,high,high,low,low,low,low,medium,low,high,high,high,GA,Total,Western Zone
916,South Goa,397.0,399.0,172.0,high,medium,low,high,high,high,high,high,medium,low,medium,high,medium,high,low,high,high,medium,low,low,low,low,medium,low,medium,medium,medium,GA,Urban,Western Zone
918,South Goa,790.0,806.0,370.0,high,medium,medium,high,high,high,high,high,medium,low,medium,high,medium,high,low,high,high,medium,low,low,low,low,medium,low,medium,medium,medium,GA,Total,Western Zone
919,North West,1243.9,1214.85,158.72,high,low,low,high,medium,high,high,high,medium,low,medium,medium,medium,high,low,high,medium,low,low,low,medium,low,high,medium,medium,low,low,DL,Urban,Northern Zone
921,North West,1263.83,1232.61,162.49,high,low,low,high,medium,high,high,high,medium,low,medium,medium,medium,high,low,high,medium,low,low,low,medium,low,high,medium,medium,low,low,DL,Total,Northern Zone
922,North,316.94,330.56,31.64,high,low,medium,high,high,high,high,high,medium,low,medium,high,medium,high,low,medium,medium,low,low,low,low,low,medium,medium,medium,low,low,DL,Urban,Northern Zone
924,North,322.04,334.99,32.71,high,low,medium,high,high,high,high,high,medium,low,medium,high,medium,high,low,medium,medium,low,low,low,low,low,medium,medium,medium,low,low,DL,Total,Northern Zone
925,North East,824.4904303599374,853.02,82.79,high,low,low,high,high,high,high,high,medium,low,medium,medium,medium,high,low,medium,medium,low,low,low,low,low,medium,low,low,low,low,DL,Urban,Northern Zone
927,North East,774.31,853.02,82.79,high,low,low,high,high,high,high,high,medium,low,medium,medium,medium,high,low,medium,medium,low,low,low,low,low,medium,low,low,low,low,DL,Total,Northern Zone
928,East,532.11,494.82,57.12,high,low,low,high,high,high,high,high,high,low,medium,medium,medium,high,low,medium,medium,low,low,low,low,low,medium,medium,low,low,low,DL,Urban,Northern Zone
930,East,532.11,494.82,57.12,high,low,low,high,high,high,high,high,high,low,medium,medium,medium,high,low,medium,medium,low,low,low,low,low,medium,medium,low,low,low,DL,Total,Northern Zone
934,Central,164.73,150.93,17.95,high,low,high,high,high,high,high,high,high,low,medium,high,high,high,low,high,medium,low,low,low,medium,low,high,medium,medium,low,low,DL,Urban,Northern Zone
936,Central,164.73,150.93,17.95,high,low,high,high,high,high,high,high,high,low,medium,high,high,high,low,high,medium,low,low,low,medium,low,high,medium,medium,low,low,DL,Total,Northern Zone
940,South West,870.25,812.16,90.78,high,low,low,high,medium,high,high,medium,high,low,medium,high,high,high,low,high,medium,low,low,low,medium,low,medium,high,medium,low,low,DL,Urban,Northern Zone
942,South West,901.63,841.07,93.01,high,low,low,high,medium,high,high,medium,high,low,medium,high,medium,high,low,high,medium,low,low,low,medium,low,medium,high,medium,low,low,DL,Total,Northern Zone
943,South,1106.27,1085.92,112.51,high,low,low,high,high,high,high,high,medium,low,medium,high,medium,high,low,medium,medium,low,low,low,medium,low,high,high,medium,low,low,DL,Urban,Northern Zone
945,South,1106.27,1085.92,112.51,high,low,low,high,high,high,high,high,medium,low,medium,high,medium,high,low,medium,medium,low,low,low,medium,low,high,high,medium,low,low,DL,Total,Northern Zone
946,Belgaum,588.0,668.0,109.0,medium,medium,low,high,low,low,medium,high,medium,medium,high,high,high,high,low,medium,high,high,low,low,medium,medium,high,medium,medium,medium,medium,KA,Rural,Southern Zone
947,Belgaum,798.0,930.0,142.0,medium,medium,medium,high,medium,medium,high,high,medium,medium,high,high,high,high,low,medium,high,high,low,low,medium,medium,high,medium,medium,medium,low,KA,Total,Southern Zone
948,Bagalkot,397.0,489.0,69.0,medium,medium,low,high,medium,medium,medium,medium,medium,medium,high,high,medium,high,low,high,high,high,low,low,high,medium,medium,medium,low,low,low,KA,Urban,Southern Zone
949,Bagalkot,394.0,467.0,79.0,medium,low,low,high,low,low,medium,medium,low,medium,high,high,medium,high,low,high,high,medium,low,low,medium,medium,medium,medium,low,medium,low,KA,Rural,Southern Zone
950,Bagalkot,791.0,956.0,148.0,medium,medium,low,high,low,low,medium,medium,medium,medium,high,high,medium,high,low,high,high,medium,low,low,medium,medium,medium,medium,low,low,low,KA,Total,Southern Zone
951,Bijapur,613.0,702.0,110.0,medium,medium,medium,high,low,low,medium,medium,low,medium,high,medium,medium,high,low,medium,high,medium,low,low,high,medium,high,medium,low,low,low,KA,Rural,Southern Zone
952,Bijapur,803.0,941.0,140.0,medium,medium,medium,high,low,low,medium,medium,medium,medium,high,medium,medium,high,low,medium,medium,medium,low,low,medium,medium,high,medium,low,low,low,KA,Total,Southern Zone
953,Bidar,597.0,712.0,93.0,medium,medium,medium,high,low,low,medium,high,medium,medium,high,high,medium,high,low,medium,high,high,low,low,medium,medium,high,medium,low,low,low,KA,Rural,Southern Zone
954,Bidar,812.0,993.0,132.0,medium,medium,medium,high,low,low,medium,high,medium,low,high,high,medium,high,low,medium,high,medium,low,low,medium,medium,high,medium,low,low,low,KA,Total,Southern Zone
955,Raichur,598.0,684.0,106.0,low,medium,medium,high,low,low,low,medium,low,medium,high,medium,medium,high,low,medium,high,medium,low,low,medium,medium,high,high,low,low,low,KA,Rural,Southern Zone
956,Raichur,811.0,965.0,151.0,medium,medium,medium,high,low,low,low,medium,low,medium,high,medium,medium,high,low,medium,high,medium,low,low,medium,medium,high,high,low,low,low,KA,Total,Southern Zone
957,Koppal,675.0,785.0,138.0,medium,medium,medium,high,medium,low,medium,medium,low,medium,medium,medium,low,high,low,high,high,medium,low,low,high,medium,high,medium,low,low,low,KA,Rural,Southern Zone
958,Koppal,797.0,917.0,160.0,medium,medium,medium,high,medium,low,medium,medium,low,medium,medium,medium,low,high,low,high,high,medium,low,low,high,medium,high,medium,low,low,low,KA,Total,Southern Zone
961,Gadag,814.0,939.0,132.0,medium,medium,low,high,low,low,medium,medium,medium,low,high,high,medium,high,low,medium,high,medium,low,low,medium,medium,high,medium,low,low,low,KA,Total,Southern Zone
962,Dharwad,394.0,424.0,65.0,high,low,low,high,high,high,high,high,high,low,high,high,medium,high,low,medium,high,medium,low,low,medium,low,medium,medium,low,low,medium,KA,Urban,Southern Zone
